10 60
1,1,2,7
2,1,5,10
3,1,6,11
4,1,7,12
5,1,10,15
6,2,1,16
7,2,2,0
8,2,3,18
9,2,4,19
10,2,5,20
11,2,6,21
12,2,7,22
13,2,8,23
14,2,9,24
15,2,10,25
16,3,1,26
17,3,4,29
18,3,7,32
19,3,8,33
20,3,9,34
21,4,1,36
22,4,2,37
23,4,6,41
24,4,8,43
25,4,10,45
26,5,1,46
27,5,3,48
28,5,5,0
29,5,7,52
30,5,9,54
31,6,2,57
32,6,3,58
33,6,4,59
34,6,5,60
35,6,7,62
36,7,1,66
37,7,2,67
38,7,3,68
39,7,4,69
40,7,5,70
41,7,6,71
42,7,7,0
43,7,8,73
44,7,9,74
45,7,10,75
46,8,1,76
47,8,2,77
48,8,4,79
49,8,9,84
50,8,10,85
51,9,1,86
52,9,5,90
53,9,7,92
54,9,8,93
55,9,10,95
56,10,1,96
57,10,2,97
58,10,4,99
59,10,6,21
60,10,8,23
